Train Loss,Test Loss
1.3704814910888672,0.8070662617683411
1.3232592344284058,0.7049447894096375
1.1738311052322388,0.7040625810623169
1.1524195671081543,0.6949866414070129
1.1628661155700684,0.6931081414222717
1.1305285692214966,0.69329833984375
1.1373525857925415,0.6939992308616638
1.1505072116851807,0.6944741606712341
1.1223905086517334,0.6947382688522339
1.136996865272522,0.6948599815368652
1.1322147846221924,0.6955432295799255
1.0930404663085938,0.6978659629821777
0.9875838756561279,0.7024306058883667
1.26127290725708,0.7148759961128235
1.0474162101745605,0.7388752102851868
1.0337097644805908,0.7512112259864807
1.0297296047210693,0.7584330439567566
0.9973580837249756,0.7985894680023193
1.0292116403579712,0.8346388339996338
1.015864610671997,0.8284664750099182
0.9729039072990417,0.8368786573410034
0.9448509216308594,0.8759660124778748
0.9593462944030762,0.8762127757072449
0.8913134932518005,0.8998753428459167
0.8767571449279785,0.9172435402870178
0.8604816794395447,0.9924472570419312
0.7624726891517639,1.0278475284576416
0.8058843016624451,1.1305017471313477
0.7954080700874329,1.2753300666809082
0.8596401214599609,1.0967798233032227
0.7966662049293518,1.5472922325134277
0.8643185496330261,1.5379530191421509
0.8520781993865967,1.3681435585021973
0.7883479595184326,1.514763355255127
0.806575357913971,1.8307693004608154
0.9315428137779236,1.6703592538833618
0.8402405381202698,1.6341956853866577
0.8258138298988342,1.8664593696594238
1.1164039373397827,2.132070302963257
0.3846116364002228,1.8499549627304077
0.8613110184669495,1.849223017692566
0.880713939666748,2.218985080718994
0.9710184931755066,2.392652988433838
1.0323491096496582,2.114804744720459
0.9429555535316467,2.1857619285583496
0.945030689239502,2.5703797340393066
1.0612443685531616,2.6978626251220703
1.108849287033081,2.5163419246673584
1.0419955253601074,2.5915865898132324
1.0724812746047974,2.9231338500976562
1.1864302158355713,2.8847813606262207
1.5846213102340698,2.7587125301361084
0.2927277684211731,2.7630274295806885
1.0939931869506836,2.9458553791046143
1.153495192527771,2.954869031906128
1.1509133577346802,2.899944305419922
1.1295195817947388,3.005629301071167
1.1626322269439697,3.093799591064453
1.1867822408676147,3.0037639141082764
1.1583958864212036,3.045245885848999
1.1686978340148926,3.1536755561828613
1.2034659385681152,3.049739360809326
1.171008586883545,3.20231294631958
1.210276484489441,3.3900089263916016
1.812977910041809,3.1880850791931152
0.20354822278022766,3.388404130935669
1.2537163496017456,3.569504976272583
1.3378239870071411,3.233494281768799
1.2072949409484863,3.22519850730896
1.2005373239517212,3.6796796321868896
1.3552075624465942,3.5672314167022705
1.321785569190979,3.227956771850586
1.1981490850448608,3.3762001991271973
1.2405564785003662,3.8865609169006348
1.414210319519043,3.797438144683838
1.3778018951416016,3.275716781616211
1.2071778774261475,3.3003509044647217
1.7281159162521362,3.880044460296631
0.1603265106678009,3.909986972808838
1.4090158939361572,3.4714770317077637
1.2511721849441528,3.389291524887085
1.2277476787567139,3.805889129638672
1.3577497005462646,4.067346096038818
1.4658840894699097,3.4691720008850098
1.255787968635559,3.3561930656433105
1.2163209915161133,3.7894351482391357
1.358101725578308,4.046228885650635
1.4329652786254883,3.860408067703247
1.377528190612793,3.5634729862213135
1.2704795598983765,3.5663609504699707
1.856017827987671,3.6547136306762695
0.12950681149959564,3.925494909286499
1.3813152313232422,4.099809646606445
1.44818913936615,3.9081501960754395
1.381140947341919,3.785891056060791
1.3440815210342407,3.969773530960083
1.3989022970199585,4.227970123291016
1.4790382385253906,4.255434036254883
1.489266276359558,3.9943583011627197
1.4027425050735474,3.8398406505584717
1.3451406955718994,4.146210670471191
1.4436386823654175,4.496341705322266
1.5826071500778198,4.073120594024658
2.087249994277954,3.9257946014404297
